"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.activity1","Input.activity2","Input.activity3","Input.activity4","Input.activity5","Answer.Comments","Answer.activity1missing","Answer.activity2missing","Answer.activity3missing","Answer.activity4missing","Answer.activity5missing","Answer.contact1","Answer.contact1_2","Answer.contact1_3","Answer.contact1_4","Answer.contact2","Answer.contact2_2","Answer.contact2_3","Answer.contact2_4","Answer.contact3","Answer.contact3_2","Answer.contact3_3","Answer.contact3_4","Answer.contact4","Answer.contact4_2","Answer.contact4_3","Answer.contact4_4","Answer.contact5","Answer.contact5_2","Answer.contact5_3","Answer.contact5_4","Answer.end1","Answer.end1_2","Answer.end1_3","Answer.end1_4","Answer.end2","Answer.end2_2","Answer.end2_3","Answer.end2_4","Answer.end3","Answer.end3_2","Answer.end3_3","Answer.end3_4","Answer.end4","Answer.end4_2","Answer.end4_3","Answer.end4_4","Answer.end5","Answer.end5_2","Answer.end5_3","Answer.end5_4","Answer.invalid","Answer.morethanone1","Answer.morethanone2","Answer.morethanone3","Answer.morethanone4","Answer.morethanone5","Answer.morethanthree1","Answer.morethanthree2","Answer.morethanthree3","Answer.morethanthree4","Answer.morethanthree5","Answer.morethantwo1","Answer.morethantwo2","Answer.morethantwo3","Answer.morethantwo4","Answer.morethantwo5","Answer.object1","Answer.object2","Answer.object3","Answer.object4","Answer.object5","Answer.rotated","Answer.start1","Answer.start1_2","Answer.start1_3","Answer.start1_4","Answer.start2","Answer.start2_2","Answer.start2_3","Answer.start2_4","Answer.start3","Answer.start3_2","Answer.start3_3","Answer.start3_4","Answer.start4","Answer.start4_2","Answer.start4_3","Answer.start4_4","Answer.start5","Answer.start5_2","Answer.start5_3","Answer.start5_4","Answer.succ1","Answer.succ12","Answer.succ13","Answer.succ14","Answer.succ2","Answer.succ22","Answer.succ23","Answer.succ24","Answer.succ3","Answer.succ32","Answer.succ33","Answer.succ34","Answer.succ4","Answer.succ42","Answer.succ43","Answer.succ44","Answer.succ5","Answer.succ52","Answer.succ53","Answer.succ54","Answer.verb1","Answer.verb2","Answer.verb3","Answer.verb4","Answer.verb5","Approve","Reject"
"304QEQWK0YL7S2TJJNJNNEGF5PV0OD","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:15 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:15 PDT 2021","","","31IBVUNM911V2AF0DJTNAXSFTVLVF4","A1FDNGUVYRHE9L","Submitted","Wed Aug 18 04:15:25 PDT 2021","Wed Aug 18 04:19:50 PDT 2021","Fri Sep 17 04:19:50 PDT 2021","","","","265","0% (0/0)","0% (0/0)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010035.MP4","TBD","TBD","TBD","TBD","TBD","{}","missing","","","","","1.8","{}","{}","{}","0.3","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","6.8","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","","","","","","","","","","","","","","","","towel","{}","{}","{}","{}","","5.3","{}","{}","{}","4.3","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","succ","","","","","","","","","","","","","","","","","","","","grabbe","{}","{}","{}","{}"
"308KJXFUK07J67W9762F6UYFDJNTAI","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:18 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:18 PDT 2021","","","3XM0HYN6NT1QRCI8WW0IMNIXV61PER","A2RKUDGK5PQ44X","Submitted","Wed Aug 18 02:21:24 PDT 2021","Wed Aug 18 02:58:20 PDT 2021","Fri Sep 17 02:58:20 PDT 2021","","","","2216","86% (18/21)","100% (1/1)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010299.MP4","TBD","TBD","TBD","TBD","TBD","{}","","","","","","3.5","{}","{}","{}","10.6","{}","{}","{}","21.0","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","6.0","{}","{}","{}","15.0","{}","{}","{}","25.8","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","","","","","","","","","","","","","","","","refrigerator door","paper cup","refrigerator door","{}","{}","","0.6","{}","{}","{}","10.2","{}","{}","{}","20.3","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","succ","","","","succ","","","","succ","","","","","","","","","","","","open","take","close","{}","{}"
"30F94FBDO0LOPH11DK2B15ILV18TBD","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:18 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:18 PDT 2021","","","3AAJC4I4FPUSGW66X69BA1X3ADMJZ9","A1OOS9Z432SQB0","Submitted","Wed Aug 18 06:30:21 PDT 2021","Wed Aug 18 06:32:55 PDT 2021","Fri Sep 17 06:32:55 PDT 2021","","","","154","0% (0/0)","0% (0/0)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010310.MP4","TBD","TBD","TBD","TBD","TBD","{}","","","","","","61.9","{}","{}","{}","62.2","{}","{}","{}","66.3","{}","{}","{}","62.9","{}","{}","{}","63.6","{}","{}","{}","58.8","{}","{}","{}","58.8","{}","{}","{}","62.5","{}","{}","{}","58.8","{}","{}","{}","62.5","{}","{}","{}","","","","","","","","","","","","","","","","","{}","{}","{}","{}","{}","","53.7","{}","{}","{}","61.5","{}","{}","{}","60.8","{}","{}","{}","44.9","{}","{}","{}","59.8","{}","{}","{}","","","","","","","","","","","","","","","","","","","","","{}","{}","{}","{}","{}"
"322ZSN9Z6PL44IGSY5SOTRCFL9RT47","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:17 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:17 PDT 2021","","","3EF8EXOTTAXVL0LYPV0JI7DRXYRJ12","A2WMX6GLWV0KC","Submitted","Wed Aug 18 02:26:50 PDT 2021","Wed Aug 18 02:57:10 PDT 2021","Fri Sep 17 02:57:10 PDT 2021","","","","1820","97% (34/35)","0% (0/1)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010184.MP4","TBD","TBD","TBD","TBD","TBD","{}","","","","","","3.7","{}","{}","{}","8.1","{}","{}","{}","15.3","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","6.2","{}","{}","{}","12.0","{}","{}","{}","19.7","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","","","","","","","","","","","","","","","","sandal","shope","shoe","{}","{}","","0.0","{}","{}","{}","6.2","{}","{}","{}","12.0","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","succ","","","","","","","","","","","","","","","","","","","","pick up","pick up","pick up","{}","{}"
"32K26U12EWPWH63AWBTWXDU6V70VD2","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:19 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:19 PDT 2021","","","3WS1NTTKE7EF99EKAM5YP42PZZ4F0S","A2WMX6GLWV0KC","Submitted","Wed Aug 18 02:20:06 PDT 2021","Wed Aug 18 02:47:12 PDT 2021","Fri Sep 17 02:47:12 PDT 2021","","","","1626","97% (34/35)","0% (0/1)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010376.MP4","TBD","TBD","TBD","TBD","TBD","{}","","","","","","3.0","{}","{}","{}","10.2","{}","{}","{}","17.8","21.1","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","6.6","{}","{}","{}","15.0","{}","{}","{}","19.9","25.8","{}","{}","0.0","{}","{}","{}","{}","{}","{}","{}","","","","on","","","","","","","","","","","","","package","package","package","{}","{}","","0.0","{}","{}","{}","6.6","{}","{}","{}","15.5","19.9","{}","{}","0.0","{}","{}","{}","{}","{}","{}","{}","succ","","","","succ","","","","","succ","","","","","","","","","","","pick up","pick up","pick up","{}","{}"
"33J5JKFMLFZ6U65WHNTAEH9MN2WQ35","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:15 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:15 PDT 2021","","","3QRYMNZ7F7JSDAOS6CCLHKD3Y1PNTL","A16GH5GPKBX5GA","Submitted","Wed Aug 18 03:20:26 PDT 2021","Wed Aug 18 03:24:27 PDT 2021","Fri Sep 17 03:24:27 PDT 2021","","","","241","77% (124/162)","77% (124/162)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010049.MP4","TBD","TBD","TBD","TBD","TBD","{}","","","","","","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","4.8","7.4","18.3","30.5","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","on","","","","","on","","","","","on","","","","","grabber","{}","{}","{}","{}","","{}","5.9","14.0","26.7","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","succ","succ","succ","succ","","","","","","","","","","","","","","","","","pick up","{}","{}","{}","{}"
"33QQ60S6B1J257DGF9VWMK84NBJ0UQ","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:17 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:17 PDT 2021","","","33LK57MYL27LFZPWK0IP22OQ6WNSZM","A2AGS81MDXHIYS","Submitted","Wed Aug 18 04:45:32 PDT 2021","Wed Aug 18 04:54:32 PDT 2021","Fri Sep 17 04:54:32 PDT 2021","","","","540","0% (0/0)","0% (0/0)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010178.MP4","TBD","TBD","TBD","TBD","TBD","I wasn't sure whether to call it a shaft or a handle so I chose to write handle since that's the part of the utensils that the grabber was grabbing.  I also chose to write pick up instead of close since that's what the grabber was doing in my opinion.","","","","","","3.3","{}","{}","23.7","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","6.8","12.3","19.6","26.4","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","on","","","","","on","","","","","on","","","","","handle","{}","{}","{}","{}","","3.3","9.8","16.3","23.6","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","succ","succ","succ","succ","","","","","","","","","","","","","","","","","pick up","{}","{}","{}","{}"
"33TGB4G0MYIV2K42IGUTQ29DE4WXTQ","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:19 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:19 PDT 2021","","","37TD41K0AQB876EMSMYHR4N5XGQSCG","A2BNFKU3IXQQ7W","Submitted","Wed Aug 18 10:35:17 PDT 2021","Wed Aug 18 11:08:15 PDT 2021","Fri Sep 17 11:08:15 PDT 2021","","","","1978","0% (0/0)","0% (0/0)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010356.MP4","TBD","TBD","TBD","TBD","TBD","good","","missing","missing","","","27.8","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","27.4","{}","{}","{}","19.8","{}","{}","{}","22.3","{}","{}","{}","21.5","{}","{}","{}","31.2","{}","{}","{}","","","","","","","","","","","","","","","","","not cookie box","bottle","not cookie box","bottle","water bottle","","0.0","{}","{}","{}","15.1","{}","{}","{}","23.2","{}","{}","{}","19.3","{}","{}","{}","{}","{}","{}","{}","succ","","","","succ","","","","","","","","","","","","","","","","push","open","close","push,","push"
"341H3G5YG9FJR67QLWU43CNJPTY0ZF","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:19 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:19 PDT 2021","","","3TPWUS5F8I31ENVVCR8IOTQQ3RGWCP","ALG1XBLARJ545","Submitted","Wed Aug 18 07:19:54 PDT 2021","Wed Aug 18 07:21:52 PDT 2021","Fri Sep 17 07:21:52 PDT 2021","","","","118","0% (0/0)","0% (0/0)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010498.MP4","TBD","TBD","TBD","TBD","TBD","{}","","","","","","2.1","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","18.7","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","","","","","","","","","","","","","","","","Chair","{}","{}","{}","{}","","2.2","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","succ","","","","","","","","","","","","","","","","","","","","Drag","{}","{}","{}","{}"
"341YLJU22R04SQLU0FAWM5D8QEG2I4","3IV76CXOOCBHAQYQN2UGQBX11I0D9T","Identifying activities in a video","Select the beginning and the end of a few activities in a video and describe the activities.","Video, annotation, activity","$0.20","Wed Aug 18 02:18:15 PDT 2021","1","BatchId:4533959;OriginalHitTemplateId:928390828;","7200","2592000","Wed Sep 01 02:18:15 PDT 2021","","","3ERMJ6L4D7UZXU6LH8UKZ9WL4E3M7N","A1R212A30YI8P5","Submitted","Wed Aug 18 06:20:37 PDT 2021","Wed Aug 18 06:27:12 PDT 2021","Fri Sep 17 06:27:12 PDT 2021","","","","395","0% (0/0)","0% (0/0)","0% (0/0)","https://trashbot.s3.us-east-2.amazonaws.com/videos/GH010018.MP4","TBD","TBD","TBD","TBD","TBD","{}","","","","","","2.2","8.3","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","27.8","12.0","18.9","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","on","","","","","","","","","","on","","","","","HANDLE","{}","{}","{}","{}","","0.0","8.1","15.6","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","","succ","","","","","","","","","","","","","","","","","","","HOLD","{}","{}","{}","{}"
